participant_id,theme,sentence_idx,sentence,sentiment_score,sentiment_label,vader_pos,vader_neu,vader_neg
1MM3K9,Computer Music,8,"come as naturally, I guess.",0.0,neutral,0.0,1.0,0.0
1ZWUFF,Computer Music,0,I like the computer suggestions.,0.3612,positive,0.455,0.545,0.0
1ZWUFF,Computer Music,1,"Seems to them, they were similar to the music I would listen to.",0.0,neutral,0.0,1.0,0.0
1ZWUFF,Computer Music,2,"I feel like it's not as expected because I feel like computer like suggestions, like I don't know how the algorithm works, but I feel like it's kind of more based on like the vibe of the song or like the beat, I guess.",0.9294,positive,0.344,0.656,0.0
2IR3MC,Computer Music,0,"Honestly, it was really interesting because the first song that I had was one of the algorithm songs.",0.7178,positive,0.285,0.715,0.0
2IR3MC,Computer Music,1,"And I was like, this sounds like a song that I would listen to, like of my own accord.",0.7579,positive,0.366,0.634,0.0
2IR3MC,Computer Music,2,"It wasn't a song that I had ever heard of, but now I'm sort of like, I want to try to find what that song was because I liked it so much.",0.7594,positive,0.231,0.769,0.0
2IR3MC,Computer Music,3,And so it was like interesting because I think the song after the Coldplay song was maybe one of the algorithm songs.,0.6666,positive,0.223,0.777,0.0
2IR3MC,Computer Music,4,"And that one was also, it wasn't like indie, but it was sort of like, all How do I explain it?",-0.4973,negative,0.0,0.81,0.19
2IR3MC,Computer Music,5,"Kind of like a Leve, like Biba Doobie type of situation, like that sort of genre.",0.7579,positive,0.385,0.615,0.0
2IR3MC,Computer Music,7,And so it almost sort of seemed like the algorithm shifted the songs that came after it in a way.,0.2975,positive,0.109,0.891,0.0
2KDZ22,Computer Music,0,"Whereas with the algorithm ones it was like, I didn't really give it much thought while I was listening to it if I didn't like it, so I just kind of reflected that in the ratings.",0.6124,positive,0.143,0.857,0.0
2MDJD4,Computer Music,0,"I think there was probably only like one of them where I was like, okay, I feel like connected to this or I enjoyed that song.",0.8934,positive,0.428,0.572,0.0
2MDJD4,Computer Music,1,"Like, I don't know, I don't think it like necessarily hit the mark too, much.",0.1002,positive,0.16,0.705,0.135
2MDJD4,Computer Music,2,"Just because I think it's like, people's taste in music sometimes can be like so like complex and stuff.",0.7579,positive,0.333,0.667,0.0
2MDJD4,Computer Music,3,"And like a lot of the times for songs people listen to, like there's the connections like we keep bringing up.",0.7579,positive,0.306,0.694,0.0
2MDJD4,Computer Music,4,"So I think it doesn't necessarily like hit the mark as well as like, if somebody you knew was like, hey, I think you'd like this song because they know you, they know your experiences.",-0.6531,negative,0.054,0.727,0.219
2MDJD4,Computer Music,5,they know more about what you do and don't like.,-0.2755,negative,0.0,0.81,0.19
2MDJD4,Computer Music,6,It was missing the human aspect of it.,-0.296,negative,0.0,0.761,0.239
2MDJD4,Computer Music,7,"Like the human understanding and being like, okay, I can see why you connect to this.",0.7096,positive,0.365,0.635,0.0
2MDJD4,Computer Music,8,"Because obviously, it's a computer, it doesn't necessarily like get the human like emotional feeling aspect of it.",-0.2778,negative,0.153,0.64,0.208
33BW0G,Computer Music,0,"I, there was one song, it reminded me of like Fiona Apple.",0.3612,positive,0.185,0.815,0.0
33BW0G,Computer Music,1,"So that one song I did like, I feel like the other ones, like it's like definitely like something I would have to get used to.",0.9217,positive,0.472,0.528,0.0
33BW0G,Computer Music,2,"Like I kind of feel bad for not liking it, but also it's like music is subjective.",0.278,positive,0.239,0.575,0.186
33BW0G,Computer Music,4,"So it's like, I don't feel too guilty about it.",0.6262,positive,0.422,0.578,0.0
33BW0G,Computer Music,5,"But it's like also, I would like these songs particularly, like I wouldn't mind hearing on the radio, like on a drive.",0.9186,positive,0.464,0.536,0.0
33BW0G,Computer Music,6,"They kind of feel more like, something that I would personally like Because sometimes when I'm listening to doing something important, I don't like listening to my favorite songs.",0.9038,positive,0.375,0.625,0.0
33BW0G,Computer Music,7,I just let like my Spotify like play whatever.,0.7506,positive,0.597,0.403,0.0
33BW0G,Computer Music,8,And these songs are something that we have in the background.,0.0,neutral,0.0,1.0,0.0
35A4QY,Computer Music,1,I only heard one of them.,0.0,neutral,0.0,1.0,0.0
35A4QY,Computer Music,2,"And I was like, it's like not a bad song per se, especially like structurally, but I just, it didn't have any like uniqueness.",0.8139,positive,0.395,0.605,0.0
35A4QY,Computer Music,3,"And it was just kind of like, okay.",0.4779,positive,0.406,0.594,0.0
35A4QY,Computer Music,4,To be honest with you.,0.5106,positive,0.452,0.548,0.0
35A4QY,Computer Music,5,Which I thought was interesting.,0.4019,positive,0.474,0.526,0.0
35A4QY,Computer Music,7,That was one of the times.,0.0,neutral,0.0,1.0,0.0
35A4QY,Computer Music,8,Then I actually did hear another one I remember.,0.0,neutral,0.0,1.0,0.0
35A4QY,Computer Music,9,The other one that I heard I thought was really good.,0.4927,positive,0.285,0.715,0.0
35A4QY,Computer Music,10,"It just like, and that one I enjoyed a lot, but I couldn't really see myself being like, this would be like, make it like better than other ones because it didn't have a lot of like specific things that would like I guess, like Tony to baking, to it being very like emotionally beautiful or it has really good like storyline.",0.9922,positive,0.499,0.501,0.0
35A4QY,Computer Music,11,It's just kind of like a very good song.,0.6597,positive,0.474,0.526,0.0
35A4QY,Computer Music,13,"So, no, like the first one was just like an okay song.",0.6077,positive,0.415,0.446,0.139
35A4QY,Computer Music,15,"And the second one was good, but it was missing those things.",-0.2144,negative,0.132,0.678,0.19
35A4QY,Computer Music,16,I thought that the computer suggested songs probably be more like mainstream and I'm kind of glad they weren't.,0.6705,positive,0.256,0.744,0.0
35A4QY,Computer Music,17,And then I figured I'd hear at least some of my own and some of others.,0.0,neutral,0.0,1.0,0.0
35A4QY,Computer Music,18,"So not really as much, but it was cooler experience and stuff.",0.0,neutral,0.0,1.0,0.0
382LOS,Computer Music,0,I was listening to them completely different.,0.0,neutral,0.0,1.0,0.0
382LOS,Computer Music,1,"Because since I knew that they weren't somebody else's songs, I wasn't worried about, you know, sitting there and trying to find why this person actually liked the song.",0.5702,positive,0.158,0.842,0.0
382LOS,Computer Music,2,I just sat there and enjoyed the song.,0.5106,positive,0.355,0.645,0.0
382LOS,Computer Music,4,I was just like laid back.,0.3612,positive,0.385,0.615,0.0
382LOS,Computer Music,5,"I was like, okay, I'll lay back.",0.5267,positive,0.524,0.476,0.0
382LOS,Computer Music,7,"I was like, okay, let me just focus on the song.",0.5267,positive,0.355,0.645,0.0
382LOS,Computer Music,8,I wasn't worried about anything else.,0.2235,positive,0.321,0.679,0.0
382LOS,Computer Music,9,I was just worried about listening to the music.,-0.296,negative,0.0,0.761,0.239
382LOS,Computer Music,12,The ones that they recommend.,0.3612,positive,0.385,0.615,0.0
382LOS,Computer Music,13,I did like them songs.,0.3612,positive,0.455,0.545,0.0
382LOS,Computer Music,14,Would I probably listen to it?,0.0,neutral,0.0,1.0,0.0
382LOS,Computer Music,17,"They were nice and they did, I want to call it, kind of fit some of the songs that I listened to a little bit.",0.6494,positive,0.249,0.751,0.0
4TPXHQ,Computer Music,0,"From the computer, it was a strange country pop thing.",-0.2023,negative,0.0,0.816,0.184
4TPXHQ,Computer Music,1,I hadn't heard any of the other songs before.,0.0,neutral,0.0,1.0,0.0
4TPXHQ,Computer Music,2,"But of like the computer generated one, it was kind of strange in that they were, they felt like, the generic country pop where it could be anything and anyone singing about anything.",0.5941,positive,0.166,0.766,0.067
5F2WAZ,Computer Music,0,But then all of the like computer generated like algorithm ones and I wasn't messing with those.,0.7579,positive,0.317,0.683,0.0
5F2WAZ,Computer Music,1,"The computer generated ones, they sounded like, just like flat, They didn't really sound like, I would say maybe like manmade really, like maybe like AI or something.",0.9186,positive,0.417,0.583,0.0
5F2WAZ,Computer Music,2,"For the computer one, I was just like, I don't know, like how the algorithm works for that computer to shoot that song or if you guys show that song.",0.3818,positive,0.154,0.772,0.074
5F2WAZ,Computer Music,3,"Then I was like, okay, well, I don't really feel bad for like, you know, like down rating it or whatever.",0.911,positive,0.528,0.472,0.0
62U759,Computer Music,0,"The first one was very similar to one of the songs that I recommend, that I had said was one of my favorite.",0.6705,positive,0.224,0.776,0.0
62U759,Computer Music,1,"And I was like, oh, like, That's cool.",0.743,positive,0.646,0.354,0.0
62U759,Computer Music,2,"It wasn't my favorite necessarily that I'd ever heard, but I was like, oh my computer.",0.3632,positive,0.181,0.723,0.097
62U759,Computer Music,3,"Like, I see where you're coming from with that.",0.3612,positive,0.263,0.737,0.0
62U759,Computer Music,4,"The computer generated one was like an EDM-ish house with like, when they repeat only two words, I think it was like hold on or something like that.",0.8402,positive,0.303,0.697,0.0
62U759,Computer Music,5,And the one that I had recommended has more lyrics to it and I like to like sing and dance to lyrics more.,0.7003,positive,0.274,0.726,0.0
62U759,Computer Music,6,"So I liked the like beat of it, but I wish like Hold on.",0.8786,positive,0.582,0.418,0.0
62U759,Computer Music,7,"I was like, okay, I got it.",0.5267,positive,0.595,0.405,0.0
62U759,Computer Music,8,"I liked it and I would have like vibed with that concert like a lot better, but compared to like the more meaningful songs that people had said were their favorites, it like, it didn't have that same sort of like to it.",0.969,positive,0.438,0.562,0.0
62U759,Computer Music,9,"I think that the combination of the lack of lyrics plus it being recommended by a computer, I was like less enthused.",0.5729,positive,0.288,0.617,0.095
62U759,Computer Music,10,"I think that if it had, if I had known that it was recommended by a person, then I would have like potentially felt different towards it and had those sort of like looking in questions of like, why is this person listening to a song and saying, hold on, hold on, hold on.",0.8074,positive,0.171,0.829,0.0
6759KU,Computer Music,0,I noticed that the computer did like have some pretty similar like options as like some of the music I've been hearing from like my own and then some of the other people's as well.,0.9231,positive,0.353,0.647,0.0
6759KU,Computer Music,1,Like it definitely would fit in.,0.7717,positive,0.72,0.28,0.0
6759KU,Computer Music,2,"with the rest of them, which was interesting.",0.4019,positive,0.278,0.722,0.0
6759KU,Computer Music,3,"I didn't think that the computer would be able to distinguish kind of like exactly what would be, I don't know, what a person would choose, like as close, but yeah.",0.6133,positive,0.194,0.806,0.0
6R5ITB,Computer Music,0,I also hadn't heard those songs before.,0.0,neutral,0.0,1.0,0.0
6R5ITB,Computer Music,1,I thought that they were good.,0.4404,positive,0.42,0.58,0.0
6R5ITB,Computer Music,2,"They didn't have, I think, as much like emotional connection as I thought like my songs are like the participants' songs.",0.7964,positive,0.378,0.622,0.0
6R5ITB,Computer Music,3,"Whereas the computer recommended ones were like, they were good, but not the same.",0.4767,positive,0.317,0.683,0.0
6R5ITB,Computer Music,4,"It felt kind of like, it had like a good beat, but there wasn't like a lot of like emotions behind it.",0.8307,positive,0.418,0.582,0.0
6R5ITB,Computer Music,5,"I kind of thought, at least when I think of computer suggestions, I kind of think of like, oh, the top 100s or like, oh, like just kind of, it usually picks, I don't know how like algorithms really work or anything like that.",0.9062,positive,0.296,0.704,0.0
6R5ITB,Computer Music,6,But I feel like it usually picks songs that I hear very frequently.,0.5023,positive,0.245,0.755,0.0
6R5ITB,Computer Music,7,So I was a little bit surprised to hear songs that I had never heard before.,0.1585,positive,0.119,0.881,0.0
79TSTS,Computer Music,0,"The 2 songs that were selected by the computer algorithm kind of were on the same genre, I guess.",0.0,neutral,0.0,1.0,0.0
79TSTS,Computer Music,1,I had the same feeling about those two songs.,0.128,positive,0.176,0.824,0.0
7D8BPD,Computer Music,0,"I definitely could see, I assume the computer pulled like from what's like kind of related to mine and what I enjoy.",0.872,positive,0.421,0.579,0.0
7D8BPD,Computer Music,1,"I could kind of tell, you know, that it was like, they had the strong like guitar bass, you know, stuff like that.",0.8689,positive,0.375,0.625,0.0
7D8BPD,Computer Music,2,So I pretty much enjoyed them.,0.7939,positive,0.702,0.298,0.0
7D8BPD,Computer Music,3,I think that the I wish there was more from them because I think it was a mix of the bass that I really enjoy and then the more popular style.,0.8514,positive,0.288,0.712,0.0
9772KI,Computer Music,0,"The computer algorithm, like recommended ones were interesting.",0.7184,positive,0.583,0.417,0.0
9772KI,Computer Music,1,They were very like catered toward a specific part of my taste.,0.4201,positive,0.218,0.782,0.0
9772KI,Computer Music,2,"So the first song was like a computer algorithm one and I was like, that's interesting.",0.7717,positive,0.412,0.588,0.0
9772KI,Computer Music,3,I wonder what I put on my list to suggest that.,0.0,neutral,0.0,1.0,0.0
IAFS52,Computer Music,0,"The computer, one of them, I didn't mind one of them, and the other one, I just didn't like the vocals A lot.",-0.2755,negative,0.0,0.9,0.1
IAFS52,Computer Music,1,"It was too like screamy, because I'm very much like, I like having a specific voice, so that just threw me off.",0.7579,positive,0.306,0.694,0.0
IAFS52,Computer Music,2,"I was like, I can see why this was recommended based on like the songs that I've put in there and the songs that I've heard, but still.",0.4404,positive,0.176,0.824,0.0
IAFS52,Computer Music,3,"With the computer generated songs, I was like, I was trying to figure out like why the algorithm was suggesting like kind of it, and it didn't feel like as personal, if that makes sense, because it just felt like some random numbers being inputted in to get like something out.",0.9186,positive,0.259,0.741,0.0
IAFS52,Computer Music,4,"It's like, it kind of sounds like the stuff that I've listened to and I've listened to through other songs, but I felt like it like missed some of the key features.",0.7351,positive,0.258,0.67,0.072
IF5UTV,Computer Music,0,the computer suggested things were absolute ****.,0.0,neutral,0.0,1.0,0.0
IF5UTV,Computer Music,1,Like I expected it to be kind of like same artists or like same like era.,0.7976,positive,0.453,0.547,0.0
IF5UTV,Computer Music,2,And I had never heard any of the other songs before.,0.0,neutral,0.0,1.0,0.0
IF5UTV,Computer Music,3,And I really did not like them.,-0.3343,negative,0.0,0.678,0.322
IF5UTV,Computer Music,4,"Like the, I couldn't really tell what genre they were.",0.3612,positive,0.238,0.762,0.0
IF5UTV,Computer Music,5,"Like it almost seemed like hip hop, but not like old school hip hop, but it seemed like very Lin-Manuel Miranda.",0.7921,positive,0.347,0.653,0.0
IF5UTV,Computer Music,6,"And I was like really caught off guard because I'm like, why does this kind of sound like if Lin-Manuel Miranda like pursued a hip hop career?",0.8402,positive,0.323,0.677,0.0
IF5UTV,Computer Music,7,"Like, it was just like confusing and not my style.",0.4767,positive,0.36,0.504,0.137
IF5UTV,Computer Music,8,"And I didn't enjoy it, so I wouldn't listen to those songs again.",-0.3875,negative,0.0,0.792,0.208
IF5UTV,Computer Music,9,"with the computer generated ones, I was also pretty excited.",0.6808,positive,0.444,0.556,0.0
IF5UTV,Computer Music,10,And my expectations were that it was going to be based off of my music taste.,0.0,neutral,0.0,1.0,0.0
IF5UTV,Computer Music,11,And I like my music taste.,0.3612,positive,0.385,0.615,0.0
IF5UTV,Computer Music,12,"So I was like, here come more songs that I like.",0.6764,positive,0.443,0.557,0.0
IOEYMP,Computer Music,0,"I was kind of like, these are good songs.",0.6258,positive,0.46,0.54,0.0
IOEYMP,Computer Music,1,Like I kind of wish other people were here to listen to them with me.,0.6369,positive,0.302,0.698,0.0
IOEYMP,Computer Music,2,"I felt like, I mean, if they were computer generated to like my music taste, I feel like it was a bit inaccurate.",0.7579,positive,0.319,0.681,0.0
IOEYMP,Computer Music,3,"Like there was one like song in specific where I guess I could see where it was, where it like got like that information from.",0.8402,positive,0.345,0.655,0.0
IOEYMP,Computer Music,4,Because it was like a hip hop artist.,0.3612,positive,0.294,0.706,0.0
IOEYMP,Computer Music,5,And I listened to like Kendrick and Tyler.,0.3612,positive,0.294,0.706,0.0
IOEYMP,Computer Music,6,"So I guess like I could see where they came from, but I wasn't, it wasn't really my favorite.",-0.3899,negative,0.097,0.721,0.182
IOEYMP,Computer Music,7,"And the other one, I feel like it wasn't very accurate at all in terms of mine, but maybe the other participants.",0.1901,positive,0.08,0.92,0.0
IQLWA6,Computer Music,0,"the last one I got was a computer suggestion and it kind of bored me I think the computer suggestion was just so, I don't know.",-0.3384,negative,0.0,0.898,0.102
IQLWA6,Computer Music,1,"It felt like it was trying to find something that like people would like because it's a beat, but like, maybe someone out there does like those songs, but like for me, like they didn't really like give me anything.",0.9612,positive,0.41,0.59,0.0
IQLWA6,Computer Music,2,"Like it was just like a really like, I don't know how to explain that kind of beat.",0.7579,positive,0.366,0.634,0.0
IQLWA6,Computer Music,3,"But the computer ones, like I'd get the first beats of it and it's like halfway through, I'd be like, oh, like it's, I felt like the song was repetitive.",0.9294,positive,0.389,0.551,0.06
IQLWA6,Computer Music,4,"And I was like, I'm not feeling that anymore.",0.2801,positive,0.253,0.608,0.139
J0QRGC,Computer Music,1,"I think there were like 2, two or three.",0.3612,positive,0.263,0.737,0.0
J0QRGC,Computer Music,2,And One of them I do remember that I liked.,0.4215,positive,0.286,0.714,0.0
J0QRGC,Computer Music,3,"They seemed kind of similar to some of the songs that I put on the lists and kind of sort of fit into those genres, but I think one of them kind of sounded like a mix of two genres that I really like.",0.7966,positive,0.18,0.82,0.0
J0QRGC,Computer Music,4,"for like the computer suggested songs, except I like this more.",0.6124,positive,0.385,0.615,0.0
J4J4VY,Computer Music,0,"didn't like the computer algorithm songs that much compared to other people's songs The first one I heard just felt kind of, it just wasn't really my like type of music taste.",-0.4973,negative,0.0,0.873,0.127
J4J4VY,Computer Music,1,It felt It was very like Eminem.,0.4201,positive,0.318,0.682,0.0
J4J4VY,Computer Music,2,"I don't know if that was actually the artist, but that's just kind of out of my like normal type of music that I enjoy.",0.8201,positive,0.264,0.736,0.0
J4J4VY,Computer Music,3,The second algorithm song I had more like neutral feelings about.,0.4201,positive,0.237,0.763,0.0
J4J4VY,Computer Music,4,"Whereas the computer generated song, I was more thinking of like, why was this suggested based on, like, was this based on my music?",0.6734,positive,0.208,0.792,0.0
J4J4VY,Computer Music,5,Was this based on someone else's music?,0.0,neutral,0.0,1.0,0.0
J4J4VY,Computer Music,6,"Because I'm not sure exactly why it would be based on, if it was based on mine, why that would be recommended for me?",-0.0418,neutral,0.07,0.854,0.076
JAC6MU,Computer Music,0,"Like I didn't, the two computer songs, I was like, this is bad.",0.128,positive,0.303,0.485,0.212
JAC6MU,Computer Music,1,I was not a fan of either of those.,-0.2411,negative,0.0,0.754,0.246
JAC6MU,Computer Music,2,"On like a base level, I just didn't like what the computer chose.",0.6124,positive,0.357,0.643,0.0
JAC6MU,Computer Music,3,"But on like a, I don't know, for your research, I think something I felt was, I did feel informed by like computer algorithm.",0.7579,positive,0.265,0.735,0.0
JAC6MU,Computer Music,4,"Like that instantly made me think, okay, what is this gonna be?",0.5267,positive,0.306,0.694,0.0
JAC6MU,Computer Music,5,Like I instantly kind of had a bit of a negative bias and then I'm instantly like looking for like that type of like similarities or stuff that it's trying to find to the music I would listen to.,0.5994,positive,0.227,0.658,0.116
JAC6MU,Computer Music,6,"And it instantly feels like I don't know, I already have a predisposition to not like that one.",0.6124,positive,0.278,0.722,0.0
JBNB4U,Computer Music,0,"The first one, I would pass on it, but second one, not bad.",0.5824,positive,0.255,0.745,0.0
JBNB4U,Computer Music,1,"It was just like fun how the computer chose this song out of the few songs that I put in there, or you did, or whatever.",0.7003,positive,0.201,0.799,0.0
JBNB4U,Computer Music,2,"But it was interesting, kind of like what the algorithm kind of, it's kind of cool to think about.",0.8523,positive,0.368,0.632,0.0
JBNB4U,Computer Music,3,"the computer was more like, would I like the song based on the criteria, just like more surface level, I'd say.",0.8115,positive,0.33,0.67,0.0
KI6KAH,Computer Music,0,They were interesting.,0.4019,positive,0.574,0.426,0.0
KI6KAH,Computer Music,1,I guess I do want to clarify.,0.0772,positive,0.245,0.755,0.0
KI6KAH,Computer Music,2,"They are like normal songs, just like computer picked them, right?",0.6124,positive,0.357,0.643,0.0
KI6KAH,Computer Music,3,Like the computer didn't make the songs.,0.3612,positive,0.294,0.706,0.0
KI6KAH,Computer Music,5,That's what I figured.,0.0,neutral,0.0,1.0,0.0
KI6KAH,Computer Music,6,"And like, what factor did they consider?",0.3612,positive,0.294,0.706,0.0
KI6KAH,Computer Music,7,"Did it, like, why did it pick that song?",0.3612,positive,0.238,0.762,0.0
KI6KAH,Computer Music,8,"They're definitely, like, interesting, but I do think I felt less inclined to care about them.",0.8103,positive,0.483,0.517,0.0
KI6KAH,Computer Music,9,"This is like, okay, a computer is just thinking I should like this, not like a person.",0.8126,positive,0.485,0.515,0.0
KI6KAH,Computer Music,11,"It's a little bit like, computer doesn't need to know what I like.",0.5336,positive,0.331,0.669,0.0
KI6KAH,Computer Music,12,"But yeah, I think it was just because there's not that like, oh, a person.",0.0348,neutral,0.17,0.668,0.162
KI6KAH,Computer Music,13,"But then some of them I was like, this is interesting.",0.7783,positive,0.459,0.541,0.0
KI6KAH,Computer Music,15,I do kind of like this song.,0.2975,positive,0.306,0.694,0.0
KI6KAH,Computer Music,16,"Or stuff like that where it's like, oh, like, yeah, this beat matches with things that I've heard before.",0.8271,positive,0.393,0.607,0.0
KI6KAH,Computer Music,17,"Well, I guess, yeah.",0.5106,positive,0.811,0.189,0.0
KI6KAH,Computer Music,18,"Like it thinks I should like it, which is, it is a something, but it's not like someone else saying, oh, I like this song and I want to share it with you.",0.9052,positive,0.383,0.617,0.0
KI6KAH,Computer Music,19,"It's a computer being like, hey, you like songs.",0.6124,positive,0.455,0.545,0.0
KI6KAH,Computer Music,20,You might like this one too.,0.3612,positive,0.333,0.667,0.0
L0CULX,Computer Music,0,"So one of the like more indie songs that the computer suggested, I don't know, I would like categorize that one and the person's chosen one as like pretty similar sounding.",0.8658,positive,0.3,0.7,0.0
L0CULX,Computer Music,1,It wouldn't be something I would personally listen to all that much.,0.0,neutral,0.0,1.0,0.0
L0CULX,Computer Music,2,"but I did, I felt like their themes were quite similar.",0.5023,positive,0.289,0.711,0.0
L0CULX,Computer Music,3,"I felt like the computer one had more of that like classic like drums and then it's like had like its verse, its melody and then chorus",0.8885,positive,0.373,0.627,0.0
NX3IYL,Computer Music,1,"Because like the second one, I feel like matched kind of close, but the first one, I was very curious as to how that one got recommended.",0.7958,positive,0.302,0.698,0.0
NX3IYL,Computer Music,2,But I liked it more than I'd expected when I first heard it.,0.5719,positive,0.27,0.73,0.0
NX3IYL,Computer Music,3,The one that I didn't really like.,-0.3241,negative,0.0,0.682,0.318
NX3IYL,Computer Music,5,"I definitely didn't, I approached the computer algorithm ones expecting to like them more than the others.",0.6369,positive,0.286,0.714,0.0
NX3IYL,Computer Music,6,But I'd say it was kind of a mixed bag.,0.0,neutral,0.0,1.0,0.0
NX3IYL,Computer Music,7,I'd say that the method of the new song coming to me didn't really have much influence on how much I liked it.,0.4215,positive,0.118,0.882,0.0
OA8J4N,Computer Music,0,"With the computer, I was just like, well, the computer doesn't have any feelings or any like.",0.7269,positive,0.353,0.647,0.0
OA8J4N,Computer Music,1,"So it's kind of like, I was thinking about when my Apple Music like randomly suggests a song in there.",0.529,positive,0.216,0.784,0.0
OA8J4N,Computer Music,2,"It's like, okay, you're just looking at kind of what I listen to and picking something based on that.",0.5267,positive,0.216,0.784,0.0
OSF8B7,Computer Music,0,It was someone else's favorite.,0.4588,positive,0.429,0.571,0.0
OSF8B7,Computer Music,1,I didn't like either of the computer generated ones very much.,-0.2755,negative,0.0,0.81,0.19
OSF8B7,Computer Music,2,"And then the other computer generated one, it kind of sounded like the king of swing, but if the king of swing wasn't as good.",-0.3311,negative,0.063,0.826,0.112
OSF8B7,Computer Music,4,Like a bad ripoff of that song.,-0.25,negative,0.25,0.4,0.35
P7TX2P,Computer Music,0,"but like the song going into it that was just a “robot” song and I was like, “shit, this robot got taste.”",0.7579,positive,0.265,0.735,0.0
P7TX2P,Computer Music,2,"I tried to remember a verse in it so I could Google it later, because I'm like, I'll listen to that.",0.3612,positive,0.128,0.872,0.0
P7TX2P,Computer Music,3,"I don't know when something’s computer suggested, it makes me think of the Spotify algorithm where it's a new song, but it's usually a popular song too.",0.5719,positive,0.139,0.861,0.0
P7TX2P,Computer Music,4,"And I was like, I've never heard of this ever.",0.3612,positive,0.238,0.762,0.0
P7TX2P,Computer Music,5,"Sounds like some indie thing and I was like, this is pretty good.",0.8779,positive,0.581,0.419,0.0
P7WEZC,Computer Music,0,"No, definitely whenever I saw that it was another participant's personal favorite, I would take it into account more.",0.5423,positive,0.26,0.639,0.1
P7WEZC,Computer Music,1,"I'd be like, “oh, I can understand why this person likes this or that.”",0.6486,positive,0.325,0.675,0.0
P7WEZC,Computer Music,2,"Or, “this aspect is cool.”",0.0,neutral,0.0,1.0,0.0
P7WEZC,Computer Music,3,And I understand that that's what they might gravitate to.,0.0,neutral,0.0,1.0,0.0
PF65TG,Computer Music,0,I liked the first computer suggested song.,0.4215,positive,0.359,0.641,0.0
PF65TG,Computer Music,1,I don't know what it was called.,0.0,neutral,0.0,1.0,0.0
PF65TG,Computer Music,2,"I've never heard of it before, but I would definitely like see myself listening to it.",0.7783,positive,0.343,0.657,0.0
PF65TG,Computer Music,4,"But with the computer suggestion, that was like a little bit different.",0.5023,positive,0.245,0.755,0.0
PF65TG,Computer Music,5,"With the computer, I was like, the first one I was shocked that it like played like a song that I would enjoy.",0.8689,positive,0.461,0.458,0.081
PF65TG,Computer Music,6,"But then the second one, I was like shocked that it like changed from like a, the first one was like a happy, like upbeat song.",0.9604,positive,0.516,0.412,0.072
PF65TG,Computer Music,7,The second one was kind of like a sadder song.,-0.2944,negative,0.175,0.555,0.27
PF65TG,Computer Music,8,I was like surprised that there was like a little difference between the two.,0.7096,positive,0.434,0.566,0.0
PUN5JW,Computer Music,0,"And then, yeah, I also liked one song from the computer generated.",0.6124,positive,0.357,0.643,0.0
PYIPEW,Computer Music,0,"Yeah, I actually wasn't as invested.",0.296,positive,0.355,0.645,0.0
PYIPEW,Computer Music,1,"I was like, okay, this isn't like a real person that likes this song.",0.8271,positive,0.548,0.452,0.0
PYIPEW,Computer Music,2,"So like what I don't, I was like not as inclined to care and pay attention to like the lyrics and stuff like that.",0.9181,positive,0.452,0.504,0.044
PYIPEW,Computer Music,3,"Yeah, I didn't dislike it.",0.5242,positive,0.687,0.313,0.0
PYIPEW,Computer Music,4,"I mean, there was one that I was just like, it wasn't something that I would listen to.",0.3612,positive,0.152,0.848,0.0
PYIPEW,Computer Music,5,And I think that was when I was also in a room by myself.,0.0,neutral,0.0,1.0,0.0
PYIPEW,Computer Music,6,"And I was like, okay.",0.5267,positive,0.688,0.312,0.0
PYIPEW,Computer Music,7,"But so I mean, generally, like I wasn't upset about the music or anything.",0.7522,positive,0.391,0.609,0.0
PYIPEW,Computer Music,8,"And I like still was like, moving along to it or whatever, I was like, okay, it's good.",0.8834,positive,0.528,0.472,0.0
PYIPEW,Computer Music,9,"But I just wasn't like trying to be as, I don't know, I guess thoughtful about the way that I engaged with it versus like when it was another person that chose it, if that makes sense.",-0.5508,negative,0.087,0.713,0.199
Q71QCH,Computer Music,0,"The computer generated, or the computer gave a song that was also horrible, but that's just because I don't like I don't think I liked that guy's voice for the last song that I listened to.",-0.7853,negative,0.0,0.78,0.22
Q71QCH,Computer Music,1,"And had that been somebody's favorite, I would have offered them less because I didn't, I wouldn't have wanted to give them anything for that one.",0.4588,positive,0.12,0.88,0.0
Q71QCH,Computer Music,2,And so it played a clip from the song that the computer suggested.,0.3976,positive,0.196,0.804,0.0
Q71QCH,Computer Music,3,"And I was already kind of thinking, like, what is that?",0.3612,positive,0.217,0.783,0.0
Q71QCH,Computer Music,4,"Like, it was kind of interesting because nobody says San Anton.",0.6003,positive,0.353,0.647,0.0
Q71QCH,Computer Music,5,that I don't know if I trust a computer most often to really get the genre that I like based off of like only like 8 songs or however many I like input that were country and not metal.,0.7429,positive,0.246,0.688,0.066
Q71QCH,Computer Music,6,"So I was probably actually a little skeptical going, like thinking about it.",0.0591,positive,0.169,0.68,0.152
Q71QCH,Computer Music,7,"Like I could, I feel like I'm skeptical when it comes to anybody suggesting any, like, music based off of what they think I like.",0.7717,positive,0.341,0.58,0.078
Q71QCH,Computer Music,8,Because they don't know usually what I like about most of the music I listen to.,0.3612,positive,0.161,0.839,0.0
QNJQ2F,Computer Music,0,"I think the ones suggested by the computer were more accurate to what I would listen to than I thought it would be, if that was what the goal was.",0.0,neutral,0.0,1.0,0.0
